Primary Key,Title,Opening,OpenTheater,MaxTheater,Gross,OpeningvsGrossPercent,OpeningTheaterVsMax,ReleaseSeason,Budget,Distributor,Brand,Franchise,MPAA,Runtime,Genres
684,Inferno,14860425,3576,3576,34343574,0.432698851,1,Fall,75000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),Da Vinci Code,PG-13,121,"Action
 
 Adventure
 
 Crime
 
 Drama
 
 Mystery
 
 Thriller"
685,Mother's Day,8369184,3035,3291,32492859,0.257569948,0.922212094,Spring,25000000,"Open Road Films (II)
        
    ",(None),(None),PG-13,118,"Comedy
 
 Drama
 
 Romance"
686,Patriots Day,16715863,3120,3120,31886361,0.524232383,1,Holiday,45000000,"Lionsgate
        
    ",CBS Films,(None),R,133,"Action
 
 Crime
 
 Drama
 
 History
 
 Thriller"
687,Gods of Egypt,14123903,3117,3117,31153464,0.453365411,1,Winter,140000000,"Lionsgate
        
    ",(None),(None),PG-13,127,"Action
 
 Adventure
 
 Fantasy"
688,Collateral Beauty,7102085,3028,3028,31016021,0.228981177,1,Holiday,36000000,"Warner Bros.
        
    ",(None),(None),PG-13,97,"Drama
 
 Romance"
689,"Hail, Caesar!",11355225,2232,2248,30498085,0.372325836,0.992882562,Winter,22000000,"Universal Pictures
        
    ",Cohen Brothers,(None),PG-13,106,"Comedy
 
 Drama
 
 Mystery"
690,When the Bough Breaks,14202323,2246,2246,29747603,0.477427475,1,Fall,10000000,"Screen Gems
        
    ",(None),(None),PG-13,107,"Drama
 
 Thriller"
691,Zoolander 2,13841146,3394,3418,28848693,0.479784162,0.99297835,Winter,55000000,"Paramount Pictures
        
    ",(None),Zoolander,PG-13,101,"Action
 
 Adventure
 
 Comedy
 
 Mystery
 
 Romance"
692,Moonlight,1655460,618,1564,27854932,0.059431486,0.395140665,Fall,4000000,"A24
        
    ",(None),(None),R,111,Drama
693,The Finest Hours,10288932,3143,3143,27569558,0.373199019,1,Winter,75000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,117,"Action
 
 Drama
 
 History
 
 Thriller"
694,Florence Foster Jenkins,6601313,1528,1528,27383770,0.241066625,1,Summer,29000000,"Paramount Pictures
        
    ",(None),(None),PG-13,111,"Biography
 
 Comedy
 
 Drama
 
 Music"
695,Hell or High Water,5312534,1181,1505,27007844,0.196703373,0.784717608,Summer,12000000,"Lionsgate
        
    ",CBS Films,(None),R,102,"Action
 
 Crime
 
 Drama
 
 Thriller
 
 Western"
696,The Forest,12741176,2451,2509,26594261,0.479094945,0.97688322,Winter,10000000,"Focus Features
        
    ",(None),(None),PG-13,93,"Horror
 
 Mystery
 
 Thriller"
697,Ben-Hur,11203815,3084,3084,26410477,0.424218578,1,Summer,100000000,"Paramount Pictures
        
    ",(None),(None),PG-13,123,"Action
 
 Adventure
 
 Drama"
698,The Witch,8800230,2046,2204,25138705,0.350066959,0.92831216,Winter,4000000,"A24
        
    ",(None),(None),R,92,"Drama
 
 Fantasy
 
 History
 
 Horror
 
 Mystery
 
 Thriller"
699,Bridget Jones's Baby,8571785,2927,2930,24252420,0.353440399,0.998976109,Fall,35000000,"Universal Pictures
        
    ",(None),(None),R,123,"Comedy
 
 Drama
 
 Romance"
700,Kevin Hart: What Now?,11767210,2567,2567,23591043,0.498799905,1,Fall,9900000,"Universal Pictures
        
    ",Kevin Hart,(None),R,96,"Comedy
 
 Documentary"
701,Whiskey Tango Foxtrot,7450275,2374,2413,23083334,0.322755586,0.983837547,Spring,35000000,"Paramount Pictures
        
    ",(None),(None),R,112,"Biography
 
 Comedy
 
 Drama
 
 War"
702,Snowden,8000058,2443,2443,21587519,0.37058719,1,Fall,40000000,"Open Road Films (II)
        
    ",(None),(None),R,134,"Biography
 
 Crime
 
 Drama
 
 Thriller"
703,Mechanic: Resurrection,7456525,2258,2258,21218403,0.351417823,1,Summer,40000000,"Lionsgate
        
    ",Jason Statham,(None),R,98,"Action
 
 Adventure
 
 Crime
 
 Thriller"
704,Free State of Jones,7572206,2815,2815,20810036,0.363872797,1,Summer,50000000,"STX Entertainment
        
    ",(None),(None),R,139,"Action
 
 Biography
 
 Drama
 
 History
 
 War
 
 Western"
705,Blair Witch,9576057,3121,3121,20777061,0.460895648,1,Fall,5000000,"Lionsgate
        
    ",Vertigo Entertainment,(None),R,89,"Horror
 
 Mystery
 
 Thriller"
706,God's Not Dead 2,7623662,2419,2419,20774575,0.36697078,1,Spring,5000000,"Pure Flix Entertainment
        
    ",(None),God's Not Dead,PG,120,Drama
707,Keanu,9453224,2658,2681,20591853,0.459075927,0.991421112,Spring,15000000,"Warner Bros.
        
    ",(None),(None),R,100,"Action
 
 Comedy
 
 Crime"
708,Middle School: The Worst Years of My Life,6878437,2822,2822,20007149,0.343798959,1,Fall,8500000,"Lionsgate
        
    ",CBS Films,(None),PG,92,"Animation
 
 Comedy
 
 Family"
709,Nine Lives,6249915,2264,2264,19700032,0.317254053,1,Summer,30000000,"EuropaCorp
        
    ",(None),(None),PG,87,"Comedy
 
 Drama
 
 Family
 
 Fantasy"
710,Race,7353922,2369,2387,19206207,0.382892989,0.992459154,Winter,5000000,"Focus Features
        
    ",(None),(None),PG-13,134,"Biography
 
 Drama
 
 Sport"
711,The Choice,6050443,2631,2631,18730891,0.323019498,1,Winter,10000000,"Lionsgate
        
    ",Nicholas Sparks,(None),PG-13,111,"Drama
 
 Romance"
712,Eye in the Sky,5482139,1029,1089,18704595,0.293090495,0.944903581,Spring,13000000,"Bleecker Street Media
        
    ",(None),(None),R,102,"Action
 
 Drama
 
 Thriller
 
 War"
713,Bad Santa 2,6176680,2920,2945,17782178,0.347352276,0.991511036,Holiday,26000000,"Broad Green Pictures
        
    ",(None),(None),R,92,"Comedy
 
 Crime
 
 Drama"
714,Masterminds,6541205,3042,3042,17368022,0.376623487,1,Fall,25000000,"Relativity Media
        
    ",(None),(None),PG-13,95,"Biography
 
 Comedy
 
 Crime"
715,Norm of the North,6844137,2411,2411,17062499,0.401121606,1,Winter,18000000,"Lionsgate
        
    ",(None),(None),PG,88,"Adventure
 
 Animation
 
 Comedy
 
 Family"
716,The Birth of a Nation,7004254,2105,2105,15861566,0.441586537,1,Fall,8500000,"Fox Searchlight Pictures
        
    ",(None),(None),R,120,"Biography
 
 Drama
 
 History"
717,Eddie the Eagle,6084682,2042,2044,15789389,0.38536526,0.999021526,Winter,23000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,106,"Biography
 
 Comedy
 
 Drama
 
 Family
 
 History
 
 Sport"
719,The Infiltrator,5303775,1601,1601,15436808,0.343579774,1,Summer,45000000,"Broad Green Pictures
        
    ",(None),(None),R,127,"Biography
 
 Crime
 
 Drama
 
 Thriller"
720,Keeping Up with the Joneses,5461475,3022,3022,14904426,0.366433098,1,Fall,40000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,105,"Action
 
 Comedy"
721,Criminal,5767278,2683,2683,14708696,0.392099884,1,Spring,31500000,"Lionsgate
        
    ",(None),(None),R,113,"Action
 
 Sci-Fi
 
 Thriller"
722,"Hello, My Name Is Doris",3517175,963,979,14444999,0.243487383,0.983656793,Spring,1000000,"Roadside Attractions
        
    ",(None),(None),R,90,"Comedy
 
 Drama
 
 Romance"
723,The Edge of Seventeen,4754215,1945,1945,14431633,0.329430148,1,Holiday,9000000,"STX Entertainment
        
    ",(None),(None),R,104,"Comedy
 
 Drama"
724,Love & Friendship,3134501,819,826,14016568,0.22362828,0.991525424,Summer,3000000,"Roadside Attractions
        
    ",Amazon Studios,(None),PG,90,"Comedy
 
 Drama
 
 Romance"
726,Hillary's America: The Secret History of the Democratic Party,6198860,1217,1217,13099931,0.473197912,1,Summer,5000000,(None),(None),(None),PG-13,106,"Biography
 
 Documentary
 
 History"
727,Triple 9,6109085,2205,2205,12639297,0.483340569,1,Winter,20000000,"Open Road Films (II)
        
    ",(None),(None),R,115,"Action
 
 Crime
 
 Thriller"
728,The Light Between Oceans,4765838,1500,1500,12545979,0.379869757,1,Fall,20000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,133,"Drama
 
 Romance"
730,Fifty Shades of Black,5900528,2075,2075,11686940,0.504882202,1,Winter,5000000,"Open Road Films (II)
        
    ",(None),Fifty Shades,R,92,Comedy
732,Café Society,2453375,631,631,11103205,0.220960975,1,Summer,30000000,"Lionsgate
        
    ",Amazon Studios,(None),PG-13,96,"Comedy
 
 Drama
 
 Romance"
733,Pride and Prejudice and Zombies,5324240,2931,2931,10938134,0.486759442,1,Winter,28000000,"Screen Gems
        
    ",(None),(None),PG-13,108,"Action
 
 Comedy
 
 Fantasy
 
 Horror
 
 Romance"
734,The Darkness,4950859,1755,1769,10753574,0.460391959,0.992085924,Summer,4000000,"BH Tilt
        
    ",Blumhouse Productions,(None),PG-13,92,"Horror
 
 Thriller"
735,Nocturnal Animals,4395238,1262,1262,10663357,0.412181455,1,Holiday,225000000,"Focus Features
        
    ",(None),(None),R,116,"Drama
 
 Thriller"
736,Live by Night,7481705,2822,2822,10378555,0.720881182,1,Holiday,90000000,"Warner Bros.
        
    ",(None),(None),R,129,"Action
 
 Thriller"
737,The Perfect Match,4294232,925,925,9669521,0.444099765,1,Spring,5000000,"Lionsgate
        
    ",(None),(None),R,96,"Comedy
 
 Romance"
738,Popstar: Never Stop Never Stopping,4698715,2311,2313,9639125,0.487462814,0.999135322,Summer,20000000,"Universal Pictures
        
    ",(None),(None),R,87,"Comedy
 
 Drama
 
 Musical"
739,Hardcore Henry,5107604,3015,3015,9252038,0.552051775,1,Spring,2000000,"STX Entertainment
        
    ",(None),(None),R,96,"Action
 
 Adventure
 
 Sci-Fi
 
 Thriller"
740,Meet the Blacks,4055940,1015,1015,9097072,0.445851149,1,Spring,900000,"Freestyle Releasing
        
    ",(None),(None),R,94,"Comedy
 
 Horror"
741,Queen of Katwe,3363627,1242,1259,8874389,0.379026319,0.98649722,Fall,15000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG,124,"Biography
 
 Drama
 
 Sport"
742,Ratchet & Clank,4869278,2891,2895,8821329,0.551989162,0.998618307,Spring,20000000,"Focus Features
        
    ",(None),(None),PG,94,"Action
 
 Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Sci-Fi"
744,The Wild Life,3342696,2493,2493,8005586,0.417545449,1,Fall,6000000,"Lionsgate
        
    ",(None),(None),PG,91,"Adventure
 
 Animation
 
 Comedy
 
 Family"
746,Silence,2926589,747,1580,7100177,0.412185358,0.47278481,Holiday,50000000,"Paramount Pictures
        
    ",Martin Scorcese ,(None),R,161,"Drama
 
 History"
747,Shut In,3613567,2058,2058,6900335,0.523679937,1,Holiday,10000000,"EuropaCorp
        
    ",(None),(None),PG-13,91,"Drama
 
 Horror
 
 Mystery
 
 Thriller"
748,The Brothers Grimsby,3258327,2235,2235,6874837,0.47394971,1,Spring,35000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),R,83,"Action
 
 Adventure
 
 Comedy
 
 Crime
 
 Thriller"
749,The Young Messiah,3294876,1761,1769,6490401,0.507653687,0.995477671,Spring,18500000,"Focus Features
        
    ",(None),(None),PG-13,111,"Drama
 
 Fantasy"
750,Southside with You,2868403,813,897,6304223,0.454997071,0.906354515,Summer,1500000,"Roadside Attractions
        
    ",(None),(None),PG-13,84,"Biography
 
 Drama
 
 History
 
 Romance"
753,20th Century Women,2101862,650,650,5664764,0.371041406,1,Holiday,7000000,"A24
        
    ",(None),(None),R,119,"Comedy
 
 Drama"
755,Bleed for This,2366810,1549,1549,5083906,0.46554952,1,Holiday,6000000,"Open Road Films (II)
        
    ",(None),(None),R,117,"Biography
 
 Drama
 
 Sport"
756,Incarnate,2534884,1737,1737,4799774,0.528125699,1,Holiday,5000000,"BH Tilt
        
    ",Blumhouse Productions,(None),PG-13,87,"Horror
 
 Thriller"
758,Hands of Stone,1751388,810,2011,4712792,0.371624294,0.402784684,Summer,20000000,"The Weinstein Company
        
    ",(None),(None),R,111,"Biography
 
 Drama
 
 Sport"
763,Swiss Army Man,2284913,636,636,4210454,0.542676158,1,Summer,3000000,"A24
        
    ",(None),(None),R,97,"Comedy
 
 Drama
 
 Fantasy
 
 Romance"
764,Denial,1366294,648,648,4073489,0.335411241,1,Fall,10000000,"Bleecker Street Media
        
    ",(None),(None),PG-13,109,"Biography
 
 Drama"
765,Morgan,2012709,2020,2020,3915251,0.514068958,1,Fall,8000000,"Twentieth Century Fox
        
    ",(None),(None),R,92,"Action
 
 Horror
 
 Sci-Fi
 
 Thriller"
769,Max Steel,2182216,2034,2034,3818664,0.571460595,1,Fall,10000000,"Open Road Films (II)
        
    ",(None),(None),PG-13,92,"Action
 
 Adventure
 
 Fantasy
 
 Sci-Fi"
771,A Monster Calls,2732136,1523,1523,3740823,0.730356929,1,Holiday,43000000,"Focus Features
        
    ",(None),(None),PG-13,108,"Adventure
 
 Drama
 
 Family
 
 Fantasy
 
 Thriller"
773,Rules Don't Apply,1589625,2382,2386,3652206,0.43525064,0.998323554,Holiday,25000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,127,"Comedy
 
 Drama
 
 Romance"
774,Miss Sloane,2601271,1648,1648,3500605,0.743091837,1,Holiday,18000000,"EuropaCorp
        
    ",(None),(None),R,132,Drama
792,The Disappointments Room,1402823,1554,1554,2423468,0.578849401,1,Fall,15000000,"Relativity Media
        
    ",(None),(None),R,91,"Drama
 
 Horror
 
 Thriller"
801,Star Wars: Episode VII - The Force Awakens,247966675,4134,4134,936662225,0.26473436,1,Holiday,245000000,"Walt Disney Studios Motion Pictures
        
    ",(None),Star Wars,PG-13,138,"Action
 
 Adventure
 
 Sci-Fi"
802,Jurassic World,208806270,4274,4291,652270625,0.320122143,0.99603822,Summer,150000000,"Universal Pictures
        
    ",Legendary Pictures,Jurassic Park,PG-13,124,"Action
 
 Adventure
 
 Sci-Fi"
803,Avengers: Age of Ultron,191271109,4276,4276,459005868,0.416707328,1,Summer,250000000,"Walt Disney Studios Motion Pictures
        
    ",Marvel Comics,Marvel Cinematic Universe,PG-13,141,"Action
 
 Adventure
 
 Sci-Fi"
804,Inside Out,90440272,3946,4158,356461711,0.253716652,0.949013949,Summer,175000000,"Walt Disney Studios Motion Pictures
        
    ",Pixar,(None),PG,95,"Adventure
 
 Animation
 
 Comedy
 
 Drama
 
 Family
 
 Fantasy"
805,Furious 7,147187040,4004,4022,353007020,0.416952161,0.995524615,Spring,190000000,"Universal Pictures
        
    ",(None),The Fast and the Furious,PG-13,137,"Action
 
 Crime
 
 Thriller"
806,Minions,115718405,4301,4311,336045770,0.344353107,0.997680353,Summer,74000000,"Universal Pictures
        
    ",Illumination Entertainment,Despecable Me,PG,91,"Adventure
 
 Animation
 
 Comedy
 
 Crime
 
 Family
 
 Sci-Fi"
807,The Hunger Games: Mockingjay - Part 2,102665981,4175,4175,281723902,0.364420556,1,Holiday,160000000,"Lionsgate
        
    ",(None),Hunger Games,PG-13,137,"Action
 
 Adventure
 
 Sci-Fi
 
 Thriller"
808,The Martian,54308575,3831,3854,228433663,0.237743309,0.994032174,Fall,108000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,144,"Adventure
 
 Drama
 
 Sci-Fi"
809,Cinderella,67877361,3845,3848,201151353,0.337444218,0.999220374,Spring,95000000,"Walt Disney Studios Motion Pictures
        
    ",(None),Disney Live Action Reimaginings,PG,105,"Adventure
 
 Drama
 
 Family
 
 Fantasy
 
 Romance"
810,Spectre,70403148,3929,3929,200074609,0.351884471,1,Holiday,245000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),James Bond,PG-13,148,"Action
 
 Adventure
 
 Thriller"
811,Mission: Impossible - Rogue Nation,55520089,3956,3988,195042377,0.284656544,0.991975928,Summer,150000000,"Paramount Pictures
        
    ",Bad Robot,Mission Impossible,PG-13,131,"Action
 
 Adventure
 
 Thriller"
812,Pitch Perfect 2,69216890,3473,3660,184296230,0.375574096,0.948907104,Summer,29000000,"Universal Pictures
        
    ",(None),Pitch Perfect,PG-13,115,"Comedy
 
 Music"
813,The Revenant,56617868,3375,3711,183637894,0.308312553,0.909458367,Holiday,135000000,"Twentieth Century Fox
        
    ",(None),(None),R,156,"Action
 
 Adventure
 
 Drama
 
 History
 
 Western"
814,Ant-Man,57225526,3856,3868,180202163,0.317562925,0.996897622,Summer,130000000,"Walt Disney Studios Motion Pictures
        
    ",Marvel Comics,Marvel Cinematic Universe,PG-13,117,"Action
 
 Adventure
 
 Comedy
 
 Sci-Fi"
815,Home,52107731,3708,3801,177397510,0.293734286,0.975532755,Spring,135000000,"Twentieth Century Fox
        
    ",DreamWorks Animation,(None),PG,94,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy
 
 Sci-Fi"
816,Hotel Transylvania 2,48464322,3754,3768,169700110,0.285588041,0.996284501,Fall,80000000,"Sony Pictures Entertainment (SPE)
        
    ",Sony Pictures Animation,Hotel Transylvania,PG,89,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy
 
 Horror"
817,Fifty Shades of Grey,85171450,3646,3655,166167230,0.512564662,0.99753762,Winter,40000000,"Universal Pictures
        
    ",(None),Fifty Shades,R,125,"Drama
 
 Romance
 
 Thriller"
818,The SpongeBob Movie: Sponge Out of Water,55365012,3641,3680,162994032,0.339675087,0.989402174,Winter,74000000,"Paramount Pictures
        
    ",Nickelodeon,Spongebob,PG,92,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy"
819,Straight Outta Compton,60200180,2757,3142,161197785,0.37345538,0.877466582,Summer,28000000,"Universal Pictures
        
    ",Legendary Pictures,(None),R,147,"Biography
 
 Drama
 
 History
 
 Music"
820,San Andreas,54588173,3777,3812,155190832,0.351748697,0.990818468,Summer,110000000,"Warner Bros.
        
    ",(None),(None),PG-13,114,"Action
 
 Adventure
 
 Thriller"
821,Mad Max: Fury Road,45428128,3702,3722,153636354,0.295686059,0.994626545,Summer,150000000,"Warner Bros.
        
    ",(None),(None),R,120,"Action
 
 Adventure
 
 Sci-Fi
 
 Thriller"
822,Daddy's Home,38740203,3271,3483,150357137,0.257654567,0.939132931,Holiday,50000000,"Paramount Pictures
        
    ",(None),(None),PG-13,96,"Comedy
 
 Family"
823,The Divergent Series: Insurgent,52263680,3875,3875,130179072,0.401475285,1,Spring,110000000,"Lionsgate
        
    ",(None),Divergent,PG-13,119,"Action
 
 Adventure
 
 Sci-Fi
 
 Thriller"
824,The Peanuts Movie,44213073,3897,3902,130178411,0.33963445,0.998718606,Holiday,99000000,"Twentieth Century Fox
        
    ",Blue Sky,(None),G,88,"Adventure
 
 Animation
 
 Comedy
 
 Drama
 
 Family"
825,Kingsman: The Secret Service,36206331,3204,3282,128261724,0.282284768,0.976234004,Winter,81000000,"Twentieth Century Fox
        
    ",(None),Kingsman,R,129,"Action
 
 Adventure
 
 Comedy
 
 Thriller"
826,The Good Dinosaur,39155217,3749,3749,123087120,0.318109783,1,Holiday,19000000,"Walt Disney Studios Motion Pictures
        
    ",Pixar,(None),PG,93,"Adventure
 
 Animation
 
 Comedy
 
 Drama
 
 Family"
827,Spy,29085719,3711,3715,110825712,0.262445587,0.998923284,Summer,65000000,"Twentieth Century Fox
        
    ",(None),(None),R,120,"Action
 
 Comedy"
828,Trainwreck,30097040,3158,3171,110212700,0.273081414,0.995900347,Summer,35000000,"Universal Pictures
        
    ",Judd Apatow,(None),R,125,"Comedy
 
 Drama
 
 Romance"
829,Creed,29632823,3404,3502,109767581,0.269959698,0.972015991,Holiday,35000000,"Warner Bros.
        
    ",(None),Rocky,PG-13,133,"Action
 
 Drama
 
 Sport"
830,Tomorrowland,33028165,3972,3972,93436322,0.353483145,1,Summer,190000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG,130,"Action
 
 Adventure
 
 Family
 
 Fantasy
 
 Mystery
 
 Sci-Fi"
831,Get Hard,33803253,3175,3212,90411453,0.373882422,0.988480697,Spring,40000000,"Warner Bros.
        
    ",(None),(None),R,100,"Comedy
 
 Crime"
832,Terminator Genisys,27018486,3758,3783,89760956,0.301004882,0.993391488,Summer,155000000,"Paramount Pictures
        
    ",(None),Terminator,PG-13,126,"Action
 
 Adventure
 
 Sci-Fi
 
 Thriller"
833,Taken 3,39201657,3594,3594,89256424,0.439202639,1,Winter,48000000,"Twentieth Century Fox
        
    ",(None),Taken,PG-13,108,"Action
 
 Crime
 
 Thriller"
834,Sisters,13922855,2962,2978,87044645,0.159950736,0.994627267,Holiday,30000000,"Universal Pictures
        
    ",(None),(None),R,118,Comedy
